customerinstallationid,hostname
14484,orcc-uat-wa01.m2phx1.jivehosted.com
14483,jcinternal-uat-wa02.m2phx1.jivehosted.com
14484,orcc-uat-wa02.m2phx1.jivehosted.com
14471,akiratech-db.m1phx1.jivehosted.com
17727,mhi-uat-db.m1ams1.jivehosted.com
14485,aspect-uat-vm-db.m2phx1.jivehosted.com
14485,aspect-uat-vm-eaedb.m2phx1.jivehosted.com
14487,accenture-tle-uat-db.m2phx1.jivehosted.com
14485,aspect-uat-vm-cs01.m2phx1.jivehosted.com
14487,accenture-tle-uat-eaedb.m2phx1.jivehosted.com
14485,aspect-uat-vm-eae01.m2phx1.jivehosted.com
14487,accenture-tle-uat-cs01.m2phx1.jivehosted.com
14485,aspect-uat-vm-wa01.m2phx1.jivehosted.com
14487,accenture-tle-uat-eae01.m2phx1.jivehosted.com
14485,aspect-uat-vm-wa02.m2phx1.jivehosted.com
14487,accenture-tle-uat-wa01.m2phx1.jivehosted.com
14487,accenture-tle-uat-wa02.m2phx1.jivehosted.com
14489,abboptical-uat-wa02.m1phx1.jivehosted.com
14489,abboptical-uat-db.m1phx1.jivehosted.com
14489,abboptical-uat-eaedb.m1phx1.jivehosted.com
14490,solarwinds-uat-db.m1phx1.jivehosted.com
14490,solarwinds-uat-eaedb.m1phx1.jivehosted.com
14489,abboptical-uat-cs01.m1phx1.jivehosted.com
14492,fidelity-pwi-uat-db.m1phx1.jivehosted.com
14490,solarwinds-uat-cs01.m1phx1.jivehosted.com
14489,abboptical-uat-eae01.m1phx1.jivehosted.com
14492,fidelity-pwi-uat-eaedb.m1phx1.jivehosted.com
14490,solarwinds-uat-eae01.m1phx1.jivehosted.com
14489,abboptical-uat-wa01.m1phx1.jivehosted.com
14490,solarwinds-uat-wa01.m1phx1.jivehosted.com
14492,fidelity-pwi-uat-cs01.m1phx1.jivehosted.com
14492,fidelity-pwi-uat-eae01.m1phx1.jivehosted.com
14490,solarwinds-uat-wa02.m1phx1.jivehosted.com
14491,motorola-dev-uat-db.m2phx1.jivehosted.com
14491,motorola-dev-uat-eaedb.m2phx1.jivehosted.com
14492,fidelity-pwi-uat-wa01.m1phx1.jivehosted.com
14491,motorola-dev-uat-cs01.m2phx1.jivehosted.com
14491,motorola-dev-uat-eae01.m2phx1.jivehosted.com
14492,fidelity-pwi-uat-wa02.m1phx1.jivehosted.com
14491,motorola-dev-uat-wa01.m2phx1.jivehosted.com
14491,motorola-dev-uat-wa02.m2phx1.jivehosted.com
14504,coverity-employee-uat-db.m1phx1.jivehosted.com
14505,molecular-vm-uat-db.m1phx1.jivehosted.com
14504,coverity-employee-uat-eaedb.m1phx1.jivehosted.com
14506,ninesigma-uat-db.m1phx1.jivehosted.com
14505,molecular-vm-uat-eaedb.m1phx1.jivehosted.com
14504,coverity-employee-uat-cs01.m1phx1.jivehosted.com
14506,ninesigma-uat-eaedb.m1phx1.jivehosted.com
14505,molecular-vm-uat-cs01.m1phx1.jivehosted.com
14504,coverity-employee-uat-eae01.m1phx1.jivehosted.com
14506,ninesigma-uat-cs01.m1phx1.jivehosted.com
14504,coverity-employee-uat-wa01.m1phx1.jivehosted.com
14505,molecular-vm-uat-eae01.m1phx1.jivehosted.com
14506,ninesigma-uat-eae01.m1phx1.jivehosted.com
14504,coverity-employee-uat-wa02.m1phx1.jivehosted.com
14505,molecular-vm-uat-wa01.m1phx1.jivehosted.com
14506,ninesigma-uat-wa01.m1phx1.jivehosted.com
14505,molecular-vm-uat-wa02.m1phx1.jivehosted.com
17821,motoroladev-db.m2phx1.jivehosted.com
14506,ninesigma-uat-wa02.m1phx1.jivehosted.com
14509,polycom-emp-uat-db.m1phx1.jivehosted.com
14509,polycom-emp-uat-eaedb.m1phx1.jivehosted.com
14508,ubm-smartex-uat-vm-wa01.m2phx1.jivehosted.com
14508,ubm-smartex-uat-vm-wa02.m2phx1.jivehosted.com
14508,ubm-smartex-uat-vm-cs01.m2phx1.jivehosted.com
14509,polycom-emp-uat-cs01.m1phx1.jivehosted.com
14509,polycom-emp-uat-eae01.m1phx1.jivehosted.com
14509,polycom-emp-uat-wa01.m1phx1.jivehosted.com
14509,polycom-emp-uat-wa02.m1phx1.jivehosted.com
14508,ubm-smartex-uat-vm-db.m2phx1.jivehosted.com
17716,dontest-test1-c6test1-wa01.m1ams1.jivehosted.com
17208,jivesoftware-nickuidtest2-rs-t02.m1phx1.jivehosted.com
17208,jivesoftware-nickuidtest2-rs-t03.m1phx1.jivehosted.com
17208,jivesoftware-nickuidtest2-rs-t04.m1phx1.jivehosted.com
17208,jivesoftware-nickuidtest2-rs-t05.m1phx1.jivehosted.com
14512,yumbrands-uat-db.m1phx1.jivehosted.com
14512,yumbrands-uat-eaedb.m1phx1.jivehosted.com
14512,yumbrands-uat-cs01.m1phx1.jivehosted.com
14512,yumbrands-uat-eae01.m1phx1.jivehosted.com
14512,yumbrands-uat-wa01.m1phx1.jivehosted.com
14512,yumbrands-uat-wa02.m1phx1.jivehosted.com
14511,verizonwireless-uat-amstage2-db.m2phx1.jivehosted.com
14511,verizonwireless-uat-amstage2-eaedb.m2phx1.jivehosted.com
14511,verizonwireless-uat-amstage2-cs01.m2phx1.jivehosted.com
14511,verizonwireless-uat-amstage2-eae01.m2phx1.jivehosted.com
14511,verizonwireless-uat-amstage2-wa01.m2phx1.jivehosted.com
14511,verizonwireless-uat-amstage2-wa02.m2phx1.jivehosted.com
14521,thecosmopolitanlv-uat-db.m2phx1.jivehosted.com
14521,thecosmopolitanlv-uat-eaedb.m2phx1.jivehosted.com
14522,cellularsouth-uat-db.m2phx1.jivehosted.com
14521,thecosmopolitanlv-uat-cs01.m2phx1.jivehosted.com
14522,cellularsouth-uat-cs01.m2phx1.jivehosted.com
14521,thecosmopolitanlv-uat-eae01.m2phx1.jivehosted.com
14522,cellularsouth-uat-wa01.m2phx1.jivehosted.com
14521,thecosmopolitanlv-uat-wa01.m2phx1.jivehosted.com
14522,cellularsouth-uat-wa02.m2phx1.jivehosted.com
14521,thecosmopolitanlv-uat-wa02.m2phx1.jivehosted.com
14520,wiedenkennedy-uat-db.m2phx1.jivehosted.com
14520,wiedenkennedy-uat-eaedb.m2phx1.jivehosted.com
14520,wiedenkennedy-uat-cs01.m2phx1.jivehosted.com
14520,wiedenkennedy-uat-eae01.m2phx1.jivehosted.com
14520,wiedenkennedy-uat-wa01.m2phx1.jivehosted.com
14520,wiedenkennedy-uat-wa02.m2phx1.jivehosted.com
14532,strongmail-emp-uat-cs01.m2phx1.jivehosted.com
14531,netappcommunity-uat-cs01.m1phx1.jivehosted.com
14530,netapplive-uat-cs01.m1phx1.jivehosted.com
14532,strongmail-emp-uat-db.m2phx1.jivehosted.com
14531,netappcommunity-uat-eaedb.m1phx1.jivehosted.com
14532,strongmail-emp-uat-eaedb.m2phx1.jivehosted.com
14537,amd-dev-uat-db.m2phx1.jivehosted.com
14537,amd-dev-uat-eaedb.m2phx1.jivehosted.com
14532,strongmail-emp-uat-eae01.m2phx1.jivehosted.com
14537,amd-dev-uat-cs01.m2phx1.jivehosted.com
14534,thomsonreuters-ls-uat-db.m1phx1.jivehosted.com
14532,strongmail-emp-uat-wa01.m2phx1.jivehosted.com
14534,thomsonreuters-ls-uat-eae01.m1phx1.jivehosted.com
14537,amd-dev-uat-eae01.m2phx1.jivehosted.com
14531,netappcommunity-uat-db.m1phx1.jivehosted.com
14535,mcafee-sales-vm-uat-cs01.m2phx1.jivehosted.com
14534,thomsonreuters-ls-uat-eaedb.m1phx1.jivehosted.com
14532,strongmail-emp-uat-wa02.m2phx1.jivehosted.com
14537,amd-dev-uat-wa01.m2phx1.jivehosted.com
14530,netapplive-uat-eae01.m1phx1.jivehosted.com
14534,thomsonreuters-ls-uat-cs01.m1phx1.jivehosted.com
14535,mcafee-sales-vm-uat-db.m2phx1.jivehosted.com
14537,amd-dev-uat-wa02.m2phx1.jivehosted.com
14535,mcafee-sales-vm-uat-eaedb.m2phx1.jivehosted.com
14531,netappcommunity-uat-eae01.m1phx1.jivehosted.com
14534,thomsonreuters-ls-uat-wa01.m1phx1.jivehosted.com
14531,netappcommunity-uat-wa01.m1phx1.jivehosted.com
14535,mcafee-sales-vm-uat-eae01.m2phx1.jivehosted.com
14534,thomsonreuters-ls-uat-wa02.m1phx1.jivehosted.com
14535,mcafee-sales-vm-uat-wa01.m2phx1.jivehosted.com
14531,netappcommunity-uat-wa02.m1phx1.jivehosted.com
14535,mcafee-sales-vm-uat-wa02.m2phx1.jivehosted.com
14530,netapplive-uat-db.m1phx1.jivehosted.com
14530,netapplive-uat-eaedb.m1phx1.jivehosted.com
14530,netapplive-uat-wa01.m1phx1.jivehosted.com
14530,netapplive-uat-wa02.m1phx1.jivehosted.com
15389,sony-ericsson-uat-vm-db.m1ams1.jivehosted.com
17208,jivesoftware-nickuidtest2-rs-t06.m1phx1.jivehosted.com
17208,jivesoftware-nickuidtest2-rs-t07.m1phx1.jivehosted.com
17342,thunder21393.m1phx1.jivehosted.com
14539,colorcon-uat-eaedb.m2phx1.jivehosted.com
14539,colorcon-uat-cs01.m2phx1.jivehosted.com
14539,colorcon-uat-eae01.m2phx1.jivehosted.com
14539,colorcon-uat-wa01.m2phx1.jivehosted.com
14539,colorcon-uat-wa02.m2phx1.jivehosted.com
14542,bancoitau-uat-db.m1phx1.jivehosted.com
14540,lifungusa-uat-db.m1phx1.jivehosted.com
14540,lifungusa-uat-eaedb.m1phx1.jivehosted.com
14540,lifungusa-uat-cs01.m1phx1.jivehosted.com
14540,lifungusa-uat-eae01.m1phx1.jivehosted.com
14540,lifungusa-uat-wa01.m1phx1.jivehosted.com
14540,lifungusa-uat-wa02.m1phx1.jivehosted.com
14539,colorcon-uat-db.m2phx1.jivehosted.com
17727,mhi-uat-eaedb.m1ams1.jivehosted.com
15389,sony-ericsson-uat-vm-cs01.m1ams1.jivehosted.com
15389,sony-ericsson-uat-vm-wa01.m1ams1.jivehosted.com
14615,freescale-uat-db.m1phx1.jivehosted.com
11168,jivecommunity-analytics-db.m1phx1.jivehosted.com
15389,sony-ericsson-uat-vm-wa02.m1ams1.jivehosted.com
14542,bancoitau-uat-cs01.m1phx1.jivehosted.com
14542,bancoitau-uat-eae01.m1phx1.jivehosted.com
14542,bancoitau-uat-wa01.m1phx1.jivehosted.com
14542,bancoitau-uat-wa02.m1phx1.jivehosted.com
14615,freescale-uat-eaedb.m1phx1.jivehosted.com
14615,freescale-uat-cs01.m1phx1.jivehosted.com
14615,freescale-uat-eae01.m1phx1.jivehosted.com
14615,freescale-uat-wa01.m1phx1.jivehosted.com
14615,freescale-uat-wa02.m1phx1.jivehosted.com
14618,rapid7-int-db.m1phx1.jivehosted.com
14618,rapid7-int-eaedb.m1phx1.jivehosted.com
14618,rapid7-int-cs01.m1phx1.jivehosted.com
14618,rapid7-int-eae01.m1phx1.jivehosted.com
14618,rapid7-int-wa01.m1phx1.jivehosted.com
14618,rapid7-int-wa02.m1phx1.jivehosted.com
14542,bancoitau-uat-eaedb.m1phx1.jivehosted.com
14619,rapid7-int-uat-db.m1phx1.jivehosted.com
14619,rapid7-int-uat-eaedb.m1phx1.jivehosted.com
14619,rapid7-int-uat-eae01.m1phx1.jivehosted.com
14619,rapid7-int-uat-wa01.m1phx1.jivehosted.com
14619,rapid7-int-uat-wa02.m1phx1.jivehosted.com
17716,dontest-test1-c6test1-wa02.m1ams1.jivehosted.com
17821,motoroladev-eaedb.m2phx1.jivehosted.com
14622,imperva-uat-vm-db.m1phx1.jivehosted.com
14622,imperva-uat-vm-eaedb.m1phx1.jivehosted.com
14623,coverity-developer-uat-db.m1phx1.jivehosted.com
14519,mckesson-uat2-db.m1phx1.jivehosted.com
14622,imperva-uat-vm-cs01.m1phx1.jivehosted.com
14623,coverity-developer-uat-eaedb.m1phx1.jivehosted.com
14519,mckesson-uat2-eaedb.m1phx1.jivehosted.com
14519,mckesson-uat2-cs01.m1phx1.jivehosted.com
14622,imperva-uat-vm-eae01.m1phx1.jivehosted.com
14623,coverity-developer-uat-cs01.m1phx1.jivehosted.com
14519,mckesson-uat2-eae01.m1phx1.jivehosted.com
14622,imperva-uat-vm-wa01.m1phx1.jivehosted.com
14623,coverity-developer-uat-eae01.m1phx1.jivehosted.com
14519,mckesson-uat2-wa01.m1phx1.jivehosted.com
14622,imperva-uat-vm-wa02.m1phx1.jivehosted.com
14623,coverity-developer-uat-wa01.m1phx1.jivehosted.com
14519,mckesson-uat2-wa02.m1phx1.jivehosted.com
14623,coverity-developer-uat-wa02.m1phx1.jivehosted.com
14621,amd-devcom-uat-db.m1phx1.jivehosted.com
14621,amd-devcom-uat-eaedb.m1phx1.jivehosted.com
14619,rapid7-int-uat-cs01.m1phx1.jivehosted.com
14621,amd-devcom-uat-cs01.m1phx1.jivehosted.com
14621,amd-devcom-uat-eae01.m1phx1.jivehosted.com
14621,amd-devcom-uat-wa01.m1phx1.jivehosted.com
14621,amd-devcom-uat-wa02.m1phx1.jivehosted.com
14647,bmc-sdn-db.m1phx1.jivehosted.com
14647,bmc-sdn-eaedb.m1phx1.jivehosted.com
14648,bmc-sdn-uat-db.m1phx1.jivehosted.com
14647,bmc-sdn-cs01.m1phx1.jivehosted.com
14648,bmc-sdn-uat-eaedb.m1phx1.jivehosted.com
14647,bmc-sdn-eae01.m1phx1.jivehosted.com
14648,bmc-sdn-uat-cs01.m1phx1.jivehosted.com
14647,bmc-sdn-wa01.m1phx1.jivehosted.com
14650,nine-sigma-db.m1phx1.jivehosted.com
14647,bmc-sdn-wa02.m1phx1.jivehosted.com
14650,nine-sigma-eaedb.m1phx1.jivehosted.com
14648,bmc-sdn-uat-eae01.m1phx1.jivehosted.com
14651,nine-sigma-uat-wa01.m1phx1.jivehosted.com
14652,prudential-ii-int-db.m1phx1.jivehosted.com
14650,nine-sigma-cs01.m1phx1.jivehosted.com
14650,nine-sigma-eae01.m1phx1.jivehosted.com
14652,prudential-ii-int-eaedb.m1phx1.jivehosted.com
14654,spectrum-health-cs01.m1phx1.jivehosted.com
14652,prudential-ii-int-cs01.m1phx1.jivehosted.com
14652,prudential-ii-int-eae01.m1phx1.jivehosted.com
14654,spectrum-health-wa02.m1phx1.jivehosted.com
14648,bmc-sdn-uat-wa02.m1phx1.jivehosted.com
14650,nine-sigma-wa02.m1phx1.jivehosted.com
14654,spectrum-health-eae01.m1phx1.jivehosted.com
14651,nine-sigma-uat-eae01.m1phx1.jivehosted.com
14651,nine-sigma-uat-wa02.m1phx1.jivehosted.com
14652,prudential-ii-int-wa01.m1phx1.jivehosted.com
14654,spectrum-health-wa01.m1phx1.jivehosted.com
14652,prudential-ii-int-wa02.m1phx1.jivehosted.com
14655,spectrum-health-uat-db.m1phx1.jivehosted.com
14654,spectrum-health-db.m1phx1.jivehosted.com
14651,nine-sigma-uat-db.m1phx1.jivehosted.com
14651,nine-sigma-uat-eaedb.m1phx1.jivehosted.com
14651,nine-sigma-uat-cs01.m1phx1.jivehosted.com
14648,bmc-sdn-uat-wa01.m1phx1.jivehosted.com
14650,nine-sigma-wa01.m1phx1.jivehosted.com
14656,mcdonaldhopkins-db.m1phx1.jivehosted.com
14656,mcdonaldhopkins-eaedb.m1phx1.jivehosted.com
14656,mcdonaldhopkins-cs01.m1phx1.jivehosted.com
14656,mcdonaldhopkins-eae01.m1phx1.jivehosted.com
14656,mcdonaldhopkins-wa01.m1phx1.jivehosted.com
14656,mcdonaldhopkins-wa02.m1phx1.jivehosted.com
14655,spectrum-health-uat-wa02.m1phx1.jivehosted.com
14657,mcdonaldhopkins-uat-db.m1phx1.jivehosted.com
14675,accenture-tle-int-uat-db.m1phx1.jivehosted.com
14657,mcdonaldhopkins-uat-eaedb.m1phx1.jivehosted.com
14713,thunder19360.m1phx1.jivehosted.com
14657,mcdonaldhopkins-uat-cs01.m1phx1.jivehosted.com
14657,mcdonaldhopkins-uat-eae01.m1phx1.jivehosted.com
14657,mcdonaldhopkins-uat-wa01.m1phx1.jivehosted.com
14657,mcdonaldhopkins-uat-wa02.m1phx1.jivehosted.com
17444,leo-burnett-uat-db.m2phx1.jivehosted.com
14668,fei-uat-eaedb.m1phx1.jivehosted.com
14670,openenglish-uat-db.m1phx1.jivehosted.com
14672,prudential-edg-vm-uat-db.m1phx1.jivehosted.com
14672,prudential-edg-vm-uat-eae01.m1phx1.jivehosted.com
14673,yum-fc-uat-db.m1phx1.jivehosted.com
14677,roche-spain-db.m1ams1.jivehosted.com
14672,prudential-edg-vm-uat-eaedb.m1phx1.jivehosted.com
14655,spectrum-health-uat-cs01.m1phx1.jivehosted.com
14670,openenglish-uat-eaedb.m1phx1.jivehosted.com
14673,yum-fc-uat-eaedb.m1phx1.jivehosted.com
14678,roche-spain-uat-cs01.m1ams1.jivehosted.com
14670,openenglish-uat-cs01.m1phx1.jivehosted.com
14677,roche-spain-eae01.m1ams1.jivehosted.com
14673,yum-fc-uat-cs01.m1phx1.jivehosted.com
14677,roche-spain-wa02.m1ams1.jivehosted.com
14670,openenglish-uat-eae01.m1phx1.jivehosted.com
14673,yum-fc-uat-eae01.m1phx1.jivehosted.com
14674,cscmarketing-uat-wa01.m1phx1.jivehosted.com
14670,openenglish-uat-wa01.m1phx1.jivehosted.com
14674,cscmarketing-uat-wa02.m1phx1.jivehosted.com
14673,yum-fc-uat-wa01.m1phx1.jivehosted.com
14670,openenglish-uat-wa02.m1phx1.jivehosted.com
14673,yum-fc-uat-wa02.m1phx1.jivehosted.com
14674,cscmarketing-uat-eaedb.m1phx1.jivehosted.com
14655,spectrum-health-uat-eae01.m1phx1.jivehosted.com
14678,roche-spain-uat-eae01.m1ams1.jivehosted.com
14654,spectrum-health-eaedb.m1phx1.jivehosted.com
14678,roche-spain-uat-wa02.m1ams1.jivehosted.com
14675,accenture-tle-int-uat-cs01.m1phx1.jivehosted.com
14674,cscmarketing-uat-cs01.m1phx1.jivehosted.com
14677,roche-spain-eaedb.m1ams1.jivehosted.com
14674,cscmarketing-uat-eae01.m1phx1.jivehosted.com
14677,roche-spain-cs01.m1ams1.jivehosted.com
14655,spectrum-health-uat-wa01.m1phx1.jivehosted.com
14675,accenture-tle-int-uat-wa02.m1phx1.jivehosted.com
14677,roche-spain-wa01.m1ams1.jivehosted.com
14675,accenture-tle-int-uat-wa01.m1phx1.jivehosted.com
14678,roche-spain-uat-db.m1ams1.jivehosted.com
14678,roche-spain-uat-wa01.m1ams1.jivehosted.com
14668,fei-uat-cs01.m1phx1.jivehosted.com
14672,prudential-edg-vm-uat-cs01.m1phx1.jivehosted.com
14668,fei-uat-eae01.m1phx1.jivehosted.com
14675,accenture-tle-int-uat-eaedb.m1phx1.jivehosted.com
14668,fei-uat-wa01.m1phx1.jivehosted.com
14678,roche-spain-uat-eaedb.m1ams1.jivehosted.com
14668,fei-uat-wa02.m1phx1.jivehosted.com
14675,accenture-tle-int-uat-eae01.m1phx1.jivehosted.com
14672,prudential-edg-vm-uat-wa02.m1phx1.jivehosted.com
14674,cscmarketing-uat-db.m1phx1.jivehosted.com
14714,thunder19361.m1phx1.jivehosted.com
14655,spectrum-health-uat-eaedb.m1phx1.jivehosted.com
14685,freescale-db.m1phx1.jivehosted.com
14685,freescale-eaedb.m1phx1.jivehosted.com
14685,freescale-cs01.m1phx1.jivehosted.com
14685,freescale-eae01.m1phx1.jivehosted.com
14685,freescale-wa01.m1phx1.jivehosted.com
14685,freescale-wa02.m1phx1.jivehosted.com
14686,freescaleuat-db.m1phx1.jivehosted.com
14686,freescaleuat-eaedb.m1phx1.jivehosted.com
14686,freescaleuat-cs01.m1phx1.jivehosted.com
14686,freescaleuat-eae01.m1phx1.jivehosted.com
14686,freescaleuat-wa01.m1phx1.jivehosted.com
14686,freescaleuat-wa02.m1phx1.jivehosted.com
14668,fei-uat-db.m1phx1.jivehosted.com
14672,prudential-edg-vm-uat-wa01.m1phx1.jivehosted.com
17444,leo-burnett-uat-cs01.m2phx1.jivehosted.com
17821,motoroladev-eae01.m2phx1.jivehosted.com
18079,xchangingpc-cs01.m2phx1.jivehosted.com
18079,xchangingpc-eae01.m2phx1.jivehosted.com
18079,xchangingpc-wa01.m2phx1.jivehosted.com
18079,xchangingpc-wa02.m2phx1.jivehosted.com
10536,emc-ecn-analytics-db.m1phx1.jivehosted.com
15205,t-mobile-customercommunity-wa04.m1phx1.jivehosted.com
14767,accenture-tle-int-wa02.m1phx1.jivehosted.com
14784,amex-axp-services-eae01.m1phx1.jivehosted.com
14776,amd-devcom-wa01.m1phx1.jivehosted.com
14776,amd-devcom-wa02.m1phx1.jivehosted.com
14784,amex-axp-services-wa01.m1phx1.jivehosted.com
14767,accenture-tle-int-db.m1phx1.jivehosted.com
17209,t-mobile-usa-cust-slf-serv-eaedb.m2phx1.jivehosted.com
17209,t-mobile-usa-cust-slf-serv-eae01.m2phx1.jivehosted.com
14767,accenture-tle-int-eaedb.m1phx1.jivehosted.com
14767,accenture-tle-int-cs01.m1phx1.jivehosted.com
14784,amex-axp-services-cs01.m1phx1.jivehosted.com
14767,accenture-tle-int-eae01.m1phx1.jivehosted.com
14767,accenture-tle-int-wa01.m1phx1.jivehosted.com
14776,amd-devcom-cs01.m1phx1.jivehosted.com
14784,amex-axp-services-db.m1phx1.jivehosted.com
14784,amex-axp-services-eaedb.m1phx1.jivehosted.com
14776,amd-devcom-db.m1phx1.jivehosted.com
14776,amd-devcom-eaedb.m1phx1.jivehosted.com
14776,amd-devcom-eae01.m1phx1.jivehosted.com
14784,amex-axp-services-wa02.m1phx1.jivehosted.com
14785,amex-axp-services-uat-db.m1phx1.jivehosted.com
14785,amex-axp-services-uat-eaedb.m1phx1.jivehosted.com
14785,amex-axp-services-uat-cs01.m1phx1.jivehosted.com
14785,amex-axp-services-uat-eae01.m1phx1.jivehosted.com
14785,amex-axp-services-uat-wa01.m1phx1.jivehosted.com
14785,amex-axp-services-uat-wa02.m1phx1.jivehosted.com
17680,thunder24007.m1ams1.jivehosted.com
17722,thunder23963.m1phx1.jivehosted.com
17727,mhi-uat-cs01.m1ams1.jivehosted.com
17827,thunder24059.m1phx1.jivehosted.com
17878,thunder24125.m1phx1.jivehosted.com
17941,thunder24186.m1phx1.jivehosted.com
17959,thunder24336.m1phx1.jivehosted.com
17995,thunder24388.m1phx1.jivehosted.com
18005,thunder24237.m1phx1.jivehosted.com
18025,thunder24287.m1phx1.jivehosted.com
14844,thunder19445.m1ams1.jivehosted.com
17209,t-mobile-usa-cust-slf-serv-cs01.m2phx1.jivehosted.com
17518,thunder23209.m1ams1.jivehosted.com
17699,thunder24008.m1ams1.jivehosted.com
17710,thunder23964.m1phx1.jivehosted.com
17727,mhi-uat-eae01.m1ams1.jivehosted.com
17766,thunder23894.m1phx1.jivehosted.com
17821,motoroladev-wa02.m2phx1.jivehosted.com
17900,thunder24126.m1phx1.jivehosted.com
17901,thunder24060.m1phx1.jivehosted.com
17962,thunder24187.m1ams1.jivehosted.com
18046,thunder24311.m1ams1.jivehosted.com
18069,thunder24812.m1ams1.jivehosted.com
18079,xchangingpc-db.m2phx1.jivehosted.com
15205,t-mobile-customercommunity-wa03.m1phx1.jivehosted.com
14959,thunder19503.m1ams1.jivehosted.com
15177,thunder19552.m1phx1.jivehosted.com
17519,thunder23211.m1ams1.jivehosted.com
14939,thunder19486.m1phx1.jivehosted.com
17209,t-mobile-usa-cust-slf-serv-wa02.m2phx1.jivehosted.com
17470,thunder23178.m1ams1.jivehosted.com
17572,thunder23821.m1phx1.jivehosted.com
17592,thunder23822.m1phx1.jivehosted.com
15000,thunder19529.m1ams1.jivehosted.com
17703,thunder24009.m1ams1.jivehosted.com
17668,thunder23965.m1ams1.jivehosted.com
17768,thunder23895.m1phx1.jivehosted.com
17727,mhi-uat-wa01.m1ams1.jivehosted.com
17728,t-mobile-ext3-uat-db.m2phx1.jivehosted.com
17727,mhi-uat-wa02.m1ams1.jivehosted.com
17728,t-mobile-ext3-uat-eaedb.m2phx1.jivehosted.com
17728,t-mobile-ext3-uat-cs01.m2phx1.jivehosted.com
17728,t-mobile-ext3-uat-eae01.m2phx1.jivehosted.com
17728,t-mobile-ext3-uat-wa01.m2phx1.jivehosted.com
15061,thunder19555.m1ams1.jivehosted.com
17728,t-mobile-ext3-uat-wa02.m2phx1.jivehosted.com
17781,thunder24127.m1phx1.jivehosted.com
17822,motoroladev-uat-db.m2phx1.jivehosted.com
17829,thunder24064.m1phx1.jivehosted.com
17905,thunder24128.m1phx1.jivehosted.com
15072,thunder19534.m1phx1.jivehosted.com
17909,thunder24129.m1phx1.jivehosted.com
17902,thunder24061.m1phx1.jivehosted.com
15090,thunder19544.m1phx1.jivehosted.com
15094,thunder19546.m1phx1.jivehosted.com
17991,thunder24188.m1phx1.jivehosted.com
17929,thunder24105.m1phx1.jivehosted.com
18055,thunder24789.m1ams1.jivehosted.com
18080,xchangingpc-uat-db.m2phx1.jivehosted.com
18080,xchangingpc-uat-eaedb.m2phx1.jivehosted.com
18080,xchangingpc-uat-cs01.m2phx1.jivehosted.com
18080,xchangingpc-uat-eae01.m2phx1.jivehosted.com
17209,t-mobile-usa-cust-slf-serv-db.m2phx1.jivehosted.com
17475,thunder23179.m1ams1.jivehosted.com
15777,thunder19610.m1phx1.jivehosted.com
15811,thunder19613.m1phx1.jivehosted.com
15848,thunder19616.m1phx1.jivehosted.com
15031,thunder19527.m1phx1.jivehosted.com
17351,thunder21398.m1phx1.jivehosted.com
17497,thunder23170.m1phx1.jivehosted.com
17501,thunder23171.m1phx1.jivehosted.com
17566,thunder23823.m1ams1.jivehosted.com
16810,thunder19687.m1phx1.jivehosted.com
17729,io-support-db.m2phx1.jivehosted.com
16816,thunder19688.m1phx1.jivehosted.com
16822,thunder19689.m1phx1.jivehosted.com
16046,thunder19629.m1phx1.jivehosted.com
16069,thunder19630.m1phx1.jivehosted.com
16119,thunder19631.m1phx1.jivehosted.com
16127,thunder19632.m1phx1.jivehosted.com
16128,thunder19633.m1phx1.jivehosted.com
16155,thunder19634.m1phx1.jivehosted.com
16161,thunder19635.m1phx1.jivehosted.com
16173,thunder19636.m1phx1.jivehosted.com
16174,thunder19637.m1phx1.jivehosted.com
16183,thunder19638.m1phx1.jivehosted.com
16184,thunder19639.m1phx1.jivehosted.com
16192,thunder19640.m1phx1.jivehosted.com
16194,thunder19641.m1phx1.jivehosted.com
16199,thunder19642.m1phx1.jivehosted.com
16222,thunder19643.m1phx1.jivehosted.com
16245,thunder19644.m1phx1.jivehosted.com
16267,thunder19645.m1phx1.jivehosted.com
16274,thunder19646.m1phx1.jivehosted.com
16291,thunder19648.m1phx1.jivehosted.com
16302,thunder19649.m1phx1.jivehosted.com
16314,thunder19650.m1phx1.jivehosted.com
16315,thunder19651.m1phx1.jivehosted.com
16344,thunder19652.m1phx1.jivehosted.com
16347,thunder19653.m1phx1.jivehosted.com
16379,thunder19654.m1phx1.jivehosted.com
16390,thunder19655.m1phx1.jivehosted.com
16405,thunder19656.m1phx1.jivehosted.com
16430,thunder19657.m1phx1.jivehosted.com
16434,thunder19658.m1phx1.jivehosted.com
16450,thunder19659.m1phx1.jivehosted.com
16452,thunder19660.m1phx1.jivehosted.com
16456,thunder19661.m1phx1.jivehosted.com
16486,thunder19663.m1phx1.jivehosted.com
16491,thunder19664.m1phx1.jivehosted.com
16495,thunder19665.m1phx1.jivehosted.com
16510,thunder19666.m1phx1.jivehosted.com
16515,thunder19667.m1phx1.jivehosted.com
16518,thunder19668.m1phx1.jivehosted.com
16532,thunder19669.m1phx1.jivehosted.com
16549,thunder19670.m1phx1.jivehosted.com
16585,thunder19672.m1phx1.jivehosted.com
16590,thunder19673.m1phx1.jivehosted.com
16598,thunder19674.m1phx1.jivehosted.com
16604,thunder19675.m1phx1.jivehosted.com
